payload,vpa,known_psp_suffix,entropy,digit_ratio,local_part_len,has_amount,amount,has_suspicious_keyword,label
upi://pay?pa=7456bfyw372@upi&pn=KYC%20Support&cu=INR&tn=kyc,7456bfyw372@upi,1,3.278,0.636,11,0,0.0,1,1
upi://pay?pa=paytrn908@idfcbank&pn=Refund%20Team&cu=INR&tn=suspend,paytrn908@idfcbank,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=goog1e-pay88@idfcbank&pn=Prize%20Center&cu=INR&am=3.22&tn=reward,goog1e-pay88@idfcbank,1,3.085,0.25,12,1,3.22,1,1
upi://pay?pa=8292009846@paytm&pn=Rahul%20Sharma&cu=INR,8292009846@paytm,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.795@upi&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.795@upi,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=6363971750@okicici&pn=Green%20Grocers&cu=INR,6363971750@okicici,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=5683452044@okicici&pn=Cashback%20Desk&cu=INR&tn=winner,5683452044@okicici,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=rahul.sharma@okicici&pn=Green%20Grocers&cu=INR,rahul.sharma@okicici,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=vendor.shop@ibl&pn=Sharma%20Kirana%20Store&cu=INR&am=24.2,vendor.shop@ibl,1,3.278,0.0,11,1,24.2,0,0
upi://pay?pa=amit.kumar@hdfcbank&pn=Green%20Grocers&cu=INR,amit.kumar@hdfcbank,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=priya123@okhdfcbank&pn=Green%20Grocers&cu=INR,priya123@okhdfcbank,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=5687527933@ybl&pn=KYC%20Support&cu=INR&am=4.14&tn=blocked,5687527933@ybl,1,2.722,1.0,10,1,4.14,1,1
upi://pay?pa=phcnpe573@ibl&pn=Verify%20Account&cu=INR&tn=urgent,phcnpe573@ibl,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=7776825697@ybl&pn=Green%20Grocers&cu=INR,7776825697@ybl,1,2.322,1.0,10,0,0.0,0,0
upi://pay?pa=priya123@idfcbank&pn=Priya%20Singh&cu=INR&am=2609.87,priya123@idfcbank,1,3.0,0.375,8,1,2609.87,0,0
upi://pay?pa=merchant.3971@ybl&pn=Green%20Grocers&cu=INR,merchant.3971@ybl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=7433599297@okaxis&pn=Auto%20Rickshaw%20Stand&cu=INR,7433599297@okaxis,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=f0ezt9lnbohux@apl&pn=Cashback%20Desk&cu=INR&tn=urgent,f0ezt9lnbohux@apl,1,3.7,0.154,13,0,0.0,1,1
upi://pay?pa=merchant.5306@jio&pn=Green%20Grocers&cu=INR,merchant.5306@jio,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=1v9q3r1ss07zp3uf@paytm&pn=Refund%20Team&cu=INR&am=3.28&tn=cashback,1v9q3r1ss07zp3uf@paytm,1,3.625,0.438,16,1,3.28,1,1
upi://pay?pa=vendor.shop@ibl&pn=Rahul%20Sharma&cu=INR,vendor.shop@ibl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=gdltggd08kimg@ybl&pn=Prize%20Center&cu=INR&tn=lottery,gdltggd08kimg@ybl,1,2.931,0.154,13,0,0.0,1,1
upi://pay?pa=kyc-team24@secure-pay&pn=KYC%20Support&cu=INR&tn=verify-now,kyc-team24@secure-pay,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=typwvt6u791@okhdfcbank&pn=KYC%20Support&cu=INR&am=4.15&tn=suspend,typwvt6u791@okhdfcbank,1,3.278,0.364,11,1,4.15,1,1
upi://pay?pa=priya123@okicici&pn=Sharma%20Kirana%20Store&cu=INR,priya123@okicici,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=263745156@kotak&pn=Prize%20Center&cu=INR&am=2.07&tn=blocked,263745156@kotak,1,2.725,1.0,9,1,2.07,1,1
upi://pay?pa=merchant.204@okaxis&pn=Om%20Traders&cu=INR&am=704.71,merchant.204@okaxis,1,3.585,0.25,12,1,704.71,0,0
upi://pay?pa=refund96@kyc-update&pn=Cashback%20Desk&cu=INR&am=2.37&tn=winner,refund96@kyc-update,0,3.0,0.25,8,1,2.37,1,1
upi://pay?pa=amit.kumar@upi&pn=Green%20Grocers&cu=INR,amit.kumar@upi,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=refund61@refund-upi&pn=Cashback%20Desk&cu=INR,refund61@refund-upi,0,3.0,0.25,8,0,0.0,0,1
upi://pay?pa=priya123@paytm&pn=Om%20Traders&cu=INR&am=3411.0,priya123@paytm,1,3.0,0.375,8,1,3411.0,0,0
upi://pay?pa=6380232984@jio&pn=Priya%20Singh&cu=INR,6380232984@jio,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=7474339313@okaxis&pn=Rahul%20Sharma&cu=INR,7474339313@okaxis,1,2.122,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.907@okicici&pn=Rahul%20Sharma&cu=INR,merchant.907@okicici,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=support48@xn--upi&pn=Cashback%20Desk&cu=INR&tn=urgent,support48@xn--upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=6289887061@ibl&pn=Verify%20Account&cu=INR&tn=lottery,6289887061@ibl,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.9761@okaxis&pn=Green%20Grocers&cu=INR,merchant.9761@okaxis,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=4419381997@okaxis&pn=Prize%20Center&cu=INR&tn=blocked,4419381997@okaxis,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=2648045089@apl&pn=Verify%20Account&cu=INR&tn=reward,2648045089@apl,1,2.722,1.0,10,0,0.0,1,1
upi://pay?pa=7102646387@upi&pn=Cashback%20Desk&cu=INR&tn=lottery,7102646387@upi,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=phcnpe192@okaxis&pn=Refund%20Team&cu=INR&tn=verify-now,phcnpe192@okaxis,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=support56@xn--upi&pn=KYC%20Support&cu=INR&am=4.4&tn=kyc,support56@xn--upi,0,2.948,0.222,9,1,4.4,1,1
upi://pay?pa=6uleahguaalzg@paytm&pn=Cashback%20Desk&cu=INR&tn=reward,6uleahguaalzg@paytm,1,2.873,0.077,13,0,0.0,1,1
upi://pay?pa=paytrn888@paytm&pn=Verify%20Account&cu=INR,paytrn888@paytm,1,2.642,0.333,9,0,0.0,0,1
upi://pay?pa=amit.kumar@okhdfcbank&pn=City%20Cafe&cu=INR,amit.kumar@okhdfcbank,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=merchant.8411@ibl&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4230.19,merchant.8411@ibl,1,3.547,0.308,13,1,4230.19,0,0
upi://pay?pa=goog1e-pay891@axl&pn=Cashback%20Desk&cu=INR&am=2.42&tn=verify-now,goog1e-pay891@axl,1,3.239,0.308,13,1,2.42,1,1
upi://pay?pa=t08nnu1uxf45@jio&pn=Refund%20Team&cu=INR&tn=reward,t08nnu1uxf45@jio,1,3.252,0.417,12,0,0.0,1,1
upi://pay?pa=5910978365@idfcbank&pn=Cashback%20Desk&cu=INR&tn=cashback,5910978365@idfcbank,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=6695189719@axl&pn=Om%20Traders&cu=INR,6695189719@axl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=8rtmsy77bmbvm@axl&pn=Verify%20Account&cu=INR&tn=urgent,8rtmsy77bmbvm@axl,1,3.027,0.231,13,0,0.0,1,1
upi://pay?pa=phcnpe547@oksbi&pn=Verify%20Account&cu=INR&tn=winner,phcnpe547@oksbi,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=merchant.5940@okicici&pn=Om%20Traders&cu=INR&am=2307.42,merchant.5940@okicici,1,3.7,0.308,13,1,2307.42,0,0
upi://pay?pa=refund48@xn--upi&pn=KYC%20Support&cu=INR&tn=suspend,refund48@xn--upi,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=merchant.8360@upi&pn=City%20Cafe&cu=INR,merchant.8360@upi,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=1m8eckc546rxoz5c@upi&pn=Verify%20Account&cu=INR&tn=reward,1m8eckc546rxoz5c@upi,1,3.578,0.375,16,0,0.0,1,1
upi://pay?pa=9803621442@hdfcbank&pn=City%20Cafe&cu=INR&am=4752.04,9803621442@hdfcbank,1,2.922,1.0,10,1,4752.04,0,0
upi://pay?pa=i6mghagmb362m9@oksbi&pn=Verify%20Account&cu=INR&tn=winner,i6mghagmb362m9@oksbi,1,3.182,0.357,14,0,0.0,1,1
upi://pay?pa=8904667340@jio&pn=Rahul%20Sharma&cu=INR&am=1936.69,8904667340@jio,1,2.722,1.0,10,1,1936.69,0,0
upi://pay?pa=3948540308@jio&pn=Verify%20Account&cu=INR&am=3.83&tn=verify-now,3948540308@jio,1,2.522,1.0,10,1,3.83,1,1
upi://pay?pa=7506593098@idfcbank&pn=Green%20Grocers&cu=INR,7506593098@idfcbank,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=8285954954@okicici&pn=Rahul%20Sharma&cu=INR,8285954954@okicici,1,2.246,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.4521@axl&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.4521@axl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=6171788489@ibl&pn=Refund%20Team&cu=INR&am=2.21&tn=verify-now,6171788489@ibl,1,2.446,1.0,10,1,2.21,1,1
upi://pay?pa=sunita.devi@hdfcbank&pn=Green%20Grocers&cu=INR,sunita.devi@hdfcbank,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=merchant.5032@kotak&pn=Auto%20Rickshaw%20Stand&cu=INR&am=3433.51,merchant.5032@kotak,1,3.7,0.308,13,1,3433.51,0,0
upi://pay?pa=cashback31@refund-upi&pn=KYC%20Support&cu=INR&tn=lottery,cashback31@refund-upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=merchant.1528@hdfcbank&pn=Om%20Traders&cu=INR,merchant.1528@hdfcbank,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.6781@apl&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.6781@apl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=1576007345@upi&pn=Prize%20Center&cu=INR&am=1.88&tn=kyc,1576007345@upi,1,2.722,1.0,10,1,1.88,1,1
upi://pay?pa=paytrn505@okhdfcbank&pn=Refund%20Team&cu=INR&tn=cashback,paytrn505@okhdfcbank,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=refund93@kyc-update&pn=Refund%20Team&cu=INR&tn=refund,refund93@kyc-update,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=z93i36de5jamsl@apl&pn=Prize%20Center&cu=INR&tn=lottery,z93i36de5jamsl@apl,1,3.664,0.357,14,0,0.0,1,1
upi://pay?pa=yjzevbdsibgwn@idfcbank&pn=KYC%20Support&cu=INR&tn=reward,yjzevbdsibgwn@idfcbank,1,3.547,0.0,13,0,0.0,1,1
upi://pay?pa=merchant.4330@idfcbank&pn=City%20Cafe&cu=INR&am=3294.14,merchant.4330@idfcbank,1,3.547,0.308,13,1,3294.14,0,0
upi://pay?pa=9934990837@kotak&pn=Priya%20Singh&cu=INR,9934990837@kotak,1,2.322,1.0,10,0,0.0,0,0
upi://pay?pa=paytrn310@ybl&pn=Prize%20Center&cu=INR&tn=blocked,paytrn310@ybl,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=8804164518@idfcbank&pn=Rahul%20Sharma&cu=INR,8804164518@idfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=amit.kumar@oksbi&pn=Auto%20Rickshaw%20Stand&cu=INR,amit.kumar@oksbi,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=sunita.devi@upi&pn=City%20Cafe&cu=INR&am=1860.8,sunita.devi@upi,1,3.278,0.0,11,1,1860.8,0,0
upi://pay?pa=kyc-team63@kyc-update&pn=Cashback%20Desk&cu=INR&tn=suspend,kyc-team63@kyc-update,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=paytrn538@okaxis&pn=Cashback%20Desk&cu=INR&tn=suspend,paytrn538@okaxis,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=refund30@secure-pay&pn=Prize%20Center&cu=INR&tn=blocked,refund30@secure-pay,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=cashback3@kyc-update&pn=Refund%20Team&cu=INR&tn=cashback,cashback3@kyc-update,0,2.725,0.111,9,0,0.0,1,1
upi://pay?pa=phcnpe133@ybl&pn=Prize%20Center&cu=INR&am=3.88&tn=blocked,phcnpe133@ybl,1,2.725,0.333,9,1,3.88,1,1
upi://pay?pa=merchant.6685@okicici&pn=Rahul%20Sharma&cu=INR&am=4212.71,merchant.6685@okicici,1,3.547,0.308,13,1,4212.71,0,0
upi://pay?pa=exupfjmp9k@okicici&pn=Refund%20Team&cu=INR&tn=cashback,exupfjmp9k@okicici,1,3.122,0.1,10,0,0.0,1,1
upi://pay?pa=merchant.7637@apl&pn=Green%20Grocers&cu=INR,merchant.7637@apl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.6245@okicici&pn=Priya%20Singh&cu=INR&am=2760.19,merchant.6245@okicici,1,3.7,0.308,13,1,2760.19,0,0
upi://pay?pa=phcnpe587@ibl&pn=Cashback%20Desk&cu=INR,phcnpe587@ibl,1,2.948,0.333,9,0,0.0,0,1
upi://pay?pa=kyc-team83@kyc-update&pn=KYC%20Support&cu=INR&tn=cashback,kyc-team83@kyc-update,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=amit.kumar@kotak&pn=Priya%20Singh&cu=INR&am=3529.43,amit.kumar@kotak,1,2.922,0.0,10,1,3529.43,0,0
upi://pay?pa=merchant.8254@idfcbank&pn=Om%20Traders&cu=INR&am=4043.74,merchant.8254@idfcbank,1,3.7,0.308,13,1,4043.74,0,0
upi://pay?pa=merchant.4104@okaxis&pn=Rahul%20Sharma&cu=INR,merchant.4104@okaxis,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=6289109870@hdfcbank&pn=Sharma%20Kirana%20Store&cu=INR&am=2897.66,6289109870@hdfcbank,1,2.722,1.0,10,1,2897.66,0,0
upi://pay?pa=amit.kumar@okhdfcbank&pn=City%20Cafe&cu=INR,amit.kumar@okhdfcbank,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=6517717617@hdfcbank&pn=Priya%20Singh&cu=INR&am=3856.54,6517717617@hdfcbank,1,1.846,1.0,10,1,3856.54,0,0
upi://pay?pa=kyc-team7@xn--upi&pn=Verify%20Account&cu=INR&am=4.17&tn=winner,kyc-team7@xn--upi,0,3.17,0.111,9,1,4.17,1,1
upi://pay?pa=phcnpe198@ybl&pn=KYC%20Support&cu=INR&am=3.98&tn=verify-now,phcnpe198@ybl,1,2.948,0.333,9,1,3.98,1,1
upi://pay?pa=vendor.shop@okhdfcbank&pn=Om%20Traders&cu=INR&am=2653.64,vendor.shop@okhdfcbank,1,3.278,0.0,11,1,2653.64,0,0
upi://pay?pa=cashback67@pay-verify&pn=KYC%20Support&cu=INR&am=1.14&tn=cashback,cashback67@pay-verify,0,2.922,0.2,10,1,1.14,1,1
upi://pay?pa=merchant.8044@axl&pn=Sharma%20Kirana%20Store&cu=INR,merchant.8044@axl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=goog1e-pay688@kotak&pn=Refund%20Team&cu=INR&tn=cashback,goog1e-pay688@kotak,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=kyc-team32@kyc-update&pn=Refund%20Team&cu=INR&am=2.95&tn=winner,kyc-team32@kyc-update,0,3.322,0.2,10,1,2.95,1,1
upi://pay?pa=7i85h6yydcm3t@kotak&pn=KYC%20Support&cu=INR&tn=blocked,7i85h6yydcm3t@kotak,1,3.547,0.385,13,0,0.0,1,1
upi://pay?pa=merchant.2893@paytm&pn=Green%20Grocers&cu=INR&am=984.98,merchant.2893@paytm,1,3.7,0.308,13,1,984.98,0,0
upi://pay?pa=vendor.shop@axl&pn=City%20Cafe&cu=INR&am=725.71,vendor.shop@axl,1,3.278,0.0,11,1,725.71,0,0
upi://pay?pa=8733375285@paytm&pn=KYC%20Support&cu=INR&tn=reward,8733375285@paytm,1,2.246,1.0,10,0,0.0,1,1
upi://pay?pa=goog1e-pay936@upi&pn=KYC%20Support&cu=INR&am=3.15&tn=winner,goog1e-pay936@upi,1,3.393,0.308,13,1,3.15,1,1
upi://pay?pa=6093117764@okicici&pn=Om%20Traders&cu=INR,6093117764@okicici,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=8566125120@idfcbank&pn=Sharma%20Kirana%20Store&cu=INR,8566125120@idfcbank,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=9415829789@kotak&pn=Verify%20Account&cu=INR&am=1.23&tn=suspend,9415829789@kotak,1,2.646,1.0,10,1,1.23,1,1
upi://pay?pa=amit.kumar@okicici&pn=Green%20Grocers&cu=INR&am=44.7,amit.kumar@okicici,1,2.922,0.0,10,1,44.7,0,0
upi://pay?pa=7274390078@kotak&pn=Cashback%20Desk&cu=INR&tn=blocked,7274390078@kotak,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=9715912837@axl&pn=Auto%20Rickshaw%20Stand&cu=INR,9715912837@axl,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=refund18@secure-pay&pn=Cashback%20Desk&cu=INR&am=3.1&tn=refund,refund18@secure-pay,0,3.0,0.25,8,1,3.1,1,1
upi://pay?pa=sunita.devi@hdfcbank&pn=Om%20Traders&cu=INR,sunita.devi@hdfcbank,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=imopw9i93t3m5tx@oksbi&pn=Prize%20Center&cu=INR&tn=winner,imopw9i93t3m5tx@oksbi,1,3.24,0.333,15,0,0.0,1,1
upi://pay?pa=cashback96@pay-verify&pn=KYC%20Support&cu=INR&tn=lottery,cashback96@pay-verify,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=9805541979@axl&pn=Cashback%20Desk&cu=INR&tn=kyc,9805541979@axl,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=8930900179@axl&pn=Green%20Grocers&cu=INR,8930900179@axl,1,2.371,1.0,10,0,0.0,0,0
upi://pay?pa=9722760596@paytm&pn=Green%20Grocers&cu=INR,9722760596@paytm,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.9540@idfcbank&pn=Priya%20Singh&cu=INR&am=4540.13,merchant.9540@idfcbank,1,3.7,0.308,13,1,4540.13,0,0
upi://pay?pa=goog1e-pay204@okicici&pn=KYC%20Support&cu=INR&am=4.03&tn=verify-now,goog1e-pay204@okicici,1,3.393,0.308,13,1,4.03,1,1
upi://pay?pa=support89@refund-upi&pn=Refund%20Team&cu=INR&tn=blocked,support89@refund-upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=2030928721@kotak&pn=Verify%20Account&cu=INR&tn=reward,2030928721@kotak,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=hqpkzkgdjwxtlt@idfcbank&pn=KYC%20Support&cu=INR&tn=lottery,hqpkzkgdjwxtlt@idfcbank,1,3.522,0.0,14,0,0.0,1,1
upi://pay?pa=support54@refund-upi&pn=Prize%20Center&cu=INR&am=2.16&tn=winner,support54@refund-upi,0,2.948,0.222,9,1,2.16,1,1
upi://pay?pa=6029099868@hdfcbank&pn=Green%20Grocers&cu=INR,6029099868@hdfcbank,1,2.246,1.0,10,0,0.0,0,0
upi://pay?pa=f77sy2u1jb@oksbi&pn=KYC%20Support&cu=INR,f77sy2u1jb@oksbi,1,3.122,0.4,10,0,0.0,0,1
upi://pay?pa=6647135943@apl&pn=Refund%20Team&cu=INR&am=2.58&tn=winner,6647135943@apl,1,2.722,1.0,10,1,2.58,1,1
upi://pay?pa=phcnpe213@oksbi&pn=KYC%20Support&cu=INR&tn=suspend,phcnpe213@oksbi,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=47zpo0llqixu@okaxis&pn=KYC%20Support&cu=INR,47zpo0llqixu@okaxis,1,3.418,0.25,12,0,0.0,0,1
upi://pay?pa=vendor.shop@upi&pn=Green%20Grocers&cu=INR&am=1934.72,vendor.shop@upi,1,3.278,0.0,11,1,1934.72,0,0
upi://pay?pa=h9qjww8qviv@idfcbank&pn=KYC%20Support&cu=INR&am=2.57&tn=lottery,h9qjww8qviv@idfcbank,1,2.914,0.182,11,1,2.57,1,1
upi://pay?pa=5295283318@oksbi&pn=Refund%20Team&cu=INR&tn=urgent,5295283318@oksbi,1,2.522,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.5527@apl&pn=Rahul%20Sharma&cu=INR,merchant.5527@apl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.3807@jio&pn=Priya%20Singh&cu=INR&am=4654.63,merchant.3807@jio,1,3.7,0.308,13,1,4654.63,0,0
upi://pay?pa=phcnpe713@hdfcbank&pn=Refund%20Team&cu=INR&tn=reward,phcnpe713@hdfcbank,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=rahul.sharma@idfcbank&pn=Om%20Traders&cu=INR,rahul.sharma@idfcbank,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=cashback58@xn--upi&pn=KYC%20Support&cu=INR&tn=cashback,cashback58@xn--upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=ou1s06wtosvi4@oksbi&pn=Prize%20Center&cu=INR&am=2.77&tn=refund,ou1s06wtosvi4@oksbi,1,3.393,0.308,13,1,2.77,1,1
upi://pay?pa=merchant.6177@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.6177@paytm,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.8027@paytm&pn=Priya%20Singh&cu=INR&am=1732.63,merchant.8027@paytm,1,3.7,0.308,13,1,1732.63,0,0
upi://pay?pa=9frroa5vk1m1f@hdfcbank&pn=Verify%20Account&cu=INR&tn=winner,9frroa5vk1m1f@hdfcbank,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=tkaz4yi2y7l1v@ybl&pn=Refund%20Team&cu=INR&am=4.62&tn=verify-now,tkaz4yi2y7l1v@ybl,1,3.547,0.308,13,1,4.62,1,1
upi://pay?pa=priya123@oksbi&pn=Priya%20Singh&cu=INR,priya123@oksbi,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=merchant.7935@hdfcbank&pn=Priya%20Singh&cu=INR,merchant.7935@hdfcbank,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=refund84@xn--upi&pn=Verify%20Account&cu=INR&am=2.97&tn=urgent,refund84@xn--upi,0,3.0,0.25,8,1,2.97,1,1
upi://pay?pa=rahul.sharma@ibl&pn=Rahul%20Sharma&cu=INR,rahul.sharma@ibl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=support80@kyc-update&pn=KYC%20Support&cu=INR&tn=reward,support80@kyc-update,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=paytrn489@okaxis&pn=Prize%20Center&cu=INR&tn=urgent,paytrn489@okaxis,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=9dnoq3xw4w@jio&pn=Prize%20Center&cu=INR&am=2.94&tn=refund,9dnoq3xw4w@jio,1,3.122,0.3,10,1,2.94,1,1
upi://pay?pa=goog1e-pay456@okaxis&pn=Prize%20Center&cu=INR&am=1.79&tn=cashback,goog1e-pay456@okaxis,1,3.393,0.308,13,1,1.79,1,1
upi://pay?pa=kyc-team81@pay-verify&pn=Cashback%20Desk&cu=INR,kyc-team81@pay-verify,0,3.322,0.2,10,0,0.0,0,1
upi://pay?pa=7466299416@apl&pn=City%20Cafe&cu=INR,7466299416@apl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=rahul.sharma@apl&pn=Sharma%20Kirana%20Store&cu=INR,rahul.sharma@apl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=merchant.6428@jio&pn=Om%20Traders&cu=INR,merchant.6428@jio,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=kyc-team55@refund-upi&pn=KYC%20Support&cu=INR&tn=refund,kyc-team55@refund-upi,0,3.122,0.2,10,0,0.0,1,1
upi://pay?pa=1n1tp1lsj7@apl&pn=Verify%20Account&cu=INR&am=4.67&tn=urgent,1n1tp1lsj7@apl,1,2.846,0.4,10,1,4.67,1,1
upi://pay?pa=6281469585@hdfcbank&pn=Prize%20Center&cu=INR&am=1.31&tn=verify-now,6281469585@hdfcbank,1,2.722,1.0,10,1,1.31,1,1
upi://pay?pa=merchant.2440@jio&pn=Sharma%20Kirana%20Store&cu=INR,merchant.2440@jio,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=amit.kumar@hdfcbank&pn=Om%20Traders&cu=INR,amit.kumar@hdfcbank,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=7824864415@okicici&pn=Refund%20Team&cu=INR&am=1.66&tn=kyc,7824864415@okicici,1,2.646,1.0,10,1,1.66,1,1
upi://pay?pa=9860611944@paytm&pn=Rahul%20Sharma&cu=INR&am=3948.36,9860611944@paytm,1,2.522,1.0,10,1,3948.36,0,0
upi://pay?pa=merchant.2394@okaxis&pn=City%20Cafe&cu=INR,merchant.2394@okaxis,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=goog1e-pay316@apl&pn=Prize%20Center&cu=INR&tn=blocked,goog1e-pay316@apl,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=9851246600@upi&pn=Refund%20Team&cu=INR&tn=winner,9851246600@upi,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=kyc-team81@pay-verify&pn=Verify%20Account&cu=INR&tn=refund,kyc-team81@pay-verify,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=8298726599@okhdfcbank&pn=City%20Cafe&cu=INR,8298726599@okhdfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=se094588ysvc@idfcbank&pn=Refund%20Team&cu=INR&am=2.95&tn=refund,se094588ysvc@idfcbank,1,3.252,0.5,12,1,2.95,1,1
upi://pay?pa=cashback84@secure-pay&pn=Prize%20Center&cu=INR&tn=lottery,cashback84@secure-pay,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=8311723814@upi&pn=Green%20Grocers&cu=INR&am=3769.98,8311723814@upi,1,2.446,1.0,10,1,3769.98,0,0
upi://pay?pa=8756900144@jio&pn=Om%20Traders&cu=INR,8756900144@jio,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=goog1e-pay840@jio&pn=Cashback%20Desk&cu=INR&tn=suspend,goog1e-pay840@jio,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=phcnpe98@apl&pn=KYC%20Support&cu=INR&am=1.21&tn=winner,phcnpe98@apl,1,2.75,0.25,8,1,1.21,1,1
upi://pay?pa=1540160138@okicici&pn=Refund%20Team&cu=INR&am=1.36&tn=blocked,1540160138@okicici,1,2.646,1.0,10,1,1.36,1,1
upi://pay?pa=epgjsfoijocv@apl&pn=Prize%20Center&cu=INR&tn=suspend,epgjsfoijocv@apl,1,3.252,0.0,12,0,0.0,1,1
